gene_id	color	description
Tb927.10.9920	brown	"hypothetical protein, conserved"
Tb927.10.9930	pink	"PHD-zinc-finger like domain containing protein, putative"
Tb927.10.9950	red	"hypothetical protein, conserved"
Tb927.10.9960	turquoise	"hypothetical protein, conserved"
Tb927.10.9970	tan	"hypothetical protein, conserved"
Tb927.10.9980	brown	"hypothetical protein, conserved"
Tb927.10.9990	turquoise	"non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family, putative"
Tb927.11.1000	darkturquoise	kinetoplastid kinetochore protein 16
Tb927.11.10000	turquoise	"Charged multivesicular body protein 3, putative"
Tb927.11.10010	lightgreen	"vacuolar sorting-associated protein-like, putative"
Tb927.11.10020	green	"short-chain dehydrogenase, putative"
Tb927.11.10025	black	"60S ribosomal protein L29, putative"
Tb927.11.10030	green	"60S ribosomal protein L29, putative"
Tb927.11.10040	midnightblue	"hypothetical protein, conserved"
Tb927.11.10050	blue	"LSU ribosomal protein, mitochondrial, putative"
Tb927.11.10060	midnightblue	"Biotin--acetyl-CoA-carboxylase ligase, putative"
Tb927.11.10070	green	"Bromodomain, putative"
Tb927.11.10075	blue	hypothetical protein
Tb927.11.10080	turquoise	"LSU ribosomal protein, mitochondrial, putative"
Tb927.11.10090	royalblue	"hypothetical protein, conserved"
Tb927.11.1010	black	"chaperone protein DnaJ, putative"
Tb927.11.10100	brown	"hypothetical protein, conserved"
Tb927.11.10110	salmon	"actin-like protein, putative"
Tb927.11.10120	royalblue	"hypothetical protein, conserved"
Tb927.11.10130	blue	"hypothetical protein, conserved"
Tb927.11.10140	lightyellow	"hypothetical protein, conserved"
Tb927.11.10150	lightcyan	"Enoyl-CoA hydratase/isomerase family, putative"
Tb927.11.10160	black	"60S ribosomal protein L22, putative"
Tb927.11.10170	turquoise	Mitochondrial ribosomal protein L20
Tb927.11.10180	green	"hypothetical protein, conserved"
Tb927.11.10190	lightgreen	telomerase reverse transcriptase
Tb927.11.1020	black	"ribokinase, putative"
Tb927.11.10200	cyan	"hypothetical protein, conserved"
Tb927.11.10210	blue	"hypothetical protein, conserved"
Tb927.11.10220	turquoise	"hypothetical protein, conserved"
Tb927.11.10230	midnightblue	"RNA polymerase-associated protein CDC73, putative"
Tb927.11.10240	midnightblue	ATP-dependent protease subunit HslV
Tb927.11.10250	yellow	"hypothetical protein, conserved"
Tb927.11.10260	turquoise	"hypothetical protein, conserved"
Tb927.11.10270	purple	"Golgi SNAP receptor complex member 1, putative"
Tb927.11.10280	greenyellow	"metallo-peptidase, Clan MC, Family M14, putative"
Tb927.11.1030	red	kinetoplastid kinetochore protein 7
Tb927.11.10300	magenta	"hypothetical protein, conserved"
Tb927.11.10320	turquoise	"TatD related DNase, putative"
Tb927.11.10330	pink	regulator of chromosome condensation 1-like protein
Tb927.11.10340	turquoise	"Serine/threonine-protein phosphatase PGAM5, mitochondrial, putative"
Tb927.11.10350	blue	"hypothetical protein, conserved"
Tb927.11.10360	greenyellow	"hypothetical protein, conserved"
Tb927.11.10370	darkred	glycosyl hydrolase-like protein
Tb927.11.10380	black	"hypothetical protein, conserved"
Tb927.11.10390	cyan	"hypothetical protein, conserved"
Tb927.11.1040	turquoise	TFIIF-like transcription factor subunit 1
Tb927.11.10400	yellow	"SSU ribosomal protein, mitochondrial, putative"
Tb927.11.10410	red	"Cornichon protein, putative"
Tb927.11.10420	green	"DNA-directed RNA polymerase I subunit, putative"
Tb927.11.10430	red	"hypothetical protein, conserved"
Tb927.11.10440	red	"hypothetical protein, conserved"
Tb927.11.10450	tan	"UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative"
Tb927.11.10460	red	dna replication complex gins protein psf2
Tb927.11.10470	blue	"hypothetical protein, conserved"
Tb927.11.10480	darkgrey	"PQQ-like domain/WD domain, G-beta repeat/Utp21 specific WD40 associated putative domain containing protein, putative"
Tb927.11.10490	grey	"hypothetical protein, conserved"
Tb927.11.105	turquoise	hypothetical protein
Tb927.11.1050	magenta	"ribosome production factor 1, putative"
Tb927.11.10500	cyan	"hypothetical protein, conserved"
Tb927.11.10510	lightyellow	"ubiquinone biosynthesis methyltransferase, putative"
Tb927.11.10520	greenyellow	kinetoplastid kinetochore protein 2
Tb927.11.10530	green	"hypothetical protein, conserved"
Tb927.11.10540	magenta	"hypothetical protein, conserved"
Tb927.11.10550	green	"hypothetical protein, conserved"
Tb927.11.10560	salmon	eukaryotic translation initiation factor 4 gamma 4
Tb927.11.10570	brown	"LSU ribosomal protein, mitochondrial, putative"
Tb927.11.10580	red	"COG (conserved oligomeric Golgi) complex component, COG2/Domain of unknown function (DUF3510), putative"
Tb927.11.10590	turquoise	"Glutathione S-transferase, C-terminal domain containing protein, putative"
Tb927.11.1060	magenta	"Vasohibin, putative"
Tb927.11.10600	turquoise	"hypothetical protein, conserved"
Tb927.11.10610	magenta	"hypothetical protein, conserved"
Tb927.11.10620	pink	"hypothetical protein, conserved"
Tb927.11.10630	lightgreen	"hypothetical protein, conserved"
Tb927.11.10640	blue	"DNA-(apurinic or apyrimidinic site) lyase, putative"
Tb927.11.10650	red	Adaptor protein complex AP-3 subunit beta-3
Tb927.11.10660	greenyellow	Basal body protein
Tb927.11.10670	darkorange	"glycosyl hydrolase, putative"
Tb927.11.10690	turquoise	"hypothetical protein, conserved"
Tb927.11.1070	lightyellow	"glycosomal transporter (GAT3), putative"
Tb927.11.10700	turquoise	"glucosidase II beta subunit-like protein, putative"
Tb927.11.10710	lightcyan	"hypothetical protein, conserved"
Tb927.11.10720	lightcyan	"hypothetical protein, conserved"
Tb927.11.10730	grey60	"SWI/SNF-related helicase, putative"
Tb927.11.10740	blue	"vacuolar sorting-associated protein-like, putative"
Tb927.11.10750	yellow	"pre-mRNA-splicing factor CWC22, putative"
Tb927.11.10760	green	kinesin-D
Tb927.11.10770	purple	"VHS domain containing protein, putative"
Tb927.11.10780	brown	"Voltage-dependent anion channel, putative"
Tb927.11.1080	magenta	Nucleolar protein 60
Tb927.11.10800	magenta	"Domain of unknown function (DUF4496), putative"
Tb927.11.10810	turquoise	pumillio/PUF RNA binding protein 11
Tb927.11.10820	lightgreen	"Casein kinase II subunit beta, putative"
Tb927.11.10830	blue	hypothetical protein
Tb927.11.10840	salmon	"hypothetical protein, conserved"
Tb927.11.10850	grey	"hypothetical protein, conserved"
Tb927.11.10860	pink	20S-pre-rRNA D-site endonuclease NOB1
Tb927.11.10870	cyan	32 kDa ER-associated protein
Tb927.11.10880	turquoise	"hypothetical protein, conserved"
Tb927.11.10890	tan	"hypothetical protein, conserved"
Tb927.11.1090	orange	"calpain-like protein, putative"
Tb927.11.10900	red	Component of motile flagella 9
Tb927.11.10910	black	"40S ribosomal protein SA, putative"
Tb927.11.10920	lightyellow	"hypothetical protein, conserved"
Tb927.11.10930	yellow	tubulin delta chain
Tb927.11.10940	darkred	"hypothetical protein, conserved"
Tb927.11.10950	brown	"DnaJ domain containing protein, putative"
Tb927.11.10960	green	"2OG-Fe(II) oxygenase superfamily, putative"
Tb927.11.10970	green	"RWD domain/Uncharacterized protein family UPF0029, putative"
Tb927.11.10980	turquoise	"Got1/Sft2-like family, putative"
Tb927.11.10990	red	"methylthioribose-1-phosphate isomerase, putative"
Tb927.11.1100	orange	"cysteine peptidase, Clan CA, family C2, putative"
Tb927.11.11000	yellow	"Calponin homology (CH) domain containing protein, putative"
Tb927.11.11010	red	"hypothetical protein, conserved"
Tb927.11.11020	grey60	"hypothetical protein, conserved"
Tb927.11.11030	darkgreen	exosome-associated protein 4
Tb927.11.11040	yellow	"hypothetical protein, conserved"
Tb927.11.11050	turquoise	"hypothetical protein, conserved"
Tb927.11.11060	brown	hypothetical protein
Tb927.11.11075	orange	hypothetical protein
Tb927.11.11080	salmon	Nucleoporin NUP149
Tb927.11.11090	yellow	Nucleoporin NUP140
Tb927.11.1110	yellow	"calpain, putative"
Tb927.11.11100	yellow	glucosamine 6-phosphate N-acetyltransferase
Tb927.11.11110	turquoise	"Serine/threonine-protein kinase NEK20, putative"
Tb927.11.11120	purple	"hypothetical protein, conserved"
Tb927.11.11130	yellow	"hypothetical protein, conserved"
Tb927.11.11135	blue	hypothetical protein
Tb927.11.11140	darkorange	hypothetical protein
Tb927.11.11150	green	U5 snRNP-specific 40 kDa protein
Tb927.11.11160	salmon	Low-affinity phosphate transporter PHO91 (fragment)
Tb927.11.11170	blue	"hypothetical protein, conserved"
Tb927.11.11200	turquoise	"oligomeric golgi complex component 8, putative"
Tb927.11.11210	darkred	"paraflagellar rod component, putative"
Tb927.11.11220	magenta	"dynein heavy chain, putative"
Tb927.11.11230	black	"60S ribosomal protein L14, putative"
Tb927.11.11240	blue	"hypothetical protein, conserved"
Tb927.11.11250	green	cytosolic malate dehydrogenase
Tb927.11.11260	grey60	"hypothetical protein, conserved"
Tb927.11.11270	purple	conserved protein
Tb927.11.11280	grey60	"hypothetical protein, conserved"
Tb927.11.11290	yellow	"heat shock protein 70, putative"
Tb927.11.1130	yellow	"calpain-like cysteine peptidase, putative"
Tb927.11.11300	yellow	"hypothetical protein, conserved"
Tb927.11.11310	blue	"hypothetical protein, conserved"
Tb927.11.11320	red	"hypothetical protein, conserved"
Tb927.11.11330	lightgreen	heat shock protein 70
Tb927.11.11340	cyan	gamma-tubulin complex component 3
Tb927.11.11350	grey60	"hypothetical protein, conserved"
Tb927.11.11360	brown	receptor for activated C kinase 1
Tb927.11.11370	brown	receptor for activated C kinase 1
Tb927.11.11380	grey60	SUMO-interacting motif-containing protein
Tb927.11.11385	brown	"Ubiquitin-like autophagy protein Apg12, putative"
Tb927.11.11390	lightgreen	"2OG-Fe(II) oxygenase superfamily, putative"
Tb927.11.11400	darkgreen	hypothetical protein
Tb927.11.11410	darkgrey	"trans-sialidase, putative"
Tb927.11.11420	black	hypothetical protein
Tb927.11.11425	yellow	hypothetical protein
Tb927.11.11430	greenyellow	"cullin 1, putative"
Tb927.11.11435	tan	"dynein light chain type 1, putative"
Tb927.11.11440	green	"A/G-specific adenine glycosylase, putative"
Tb927.11.11450	cyan	"Galactose oxidase, central domain containing protein, putative"
Tb927.11.11460	salmon	Mitochondrial import receptor subunit ATOM69
Tb927.11.11470	purple	kinetoplast ribosomal PPR-repeat containing protein 14
Tb927.11.11475	purple	ribosomal protein S14p/S29e
Tb927.11.11480	darkred	"Trichohyalin, putative"
Tb927.11.11490	yellow	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase-like protein, putative"
Tb927.11.1150	magenta	radial spoke protein 3
Tb927.11.11500	salmon	"cyclin dependent kinase-binding protein, putative"
Tb927.11.11510	green	hd phosphohydrolase family protein
Tb927.11.11520	magenta	glycosomal membrane protein
Tb927.11.11530	turquoise	"histone acetyltransferase, putative"
Tb927.11.11550	darkorange	"DNA topoisomerase II alpha, putative"
Tb927.11.11560	red	"DNA topoisomerase II beta, putative"
Tb927.11.11570	green	"Translation initiation factor eIF-2B subunit epsilon, putative"
Tb927.11.11580	magenta	"hypothetical protein, conserved"
Tb927.11.11590	brown	Eukaryotic translation initiation factor 3 subunit E
Tb927.11.1160	greenyellow	"Region in Clathrin and VPS, putative"
Tb927.11.11600	yellow	"hypothetical protein, conserved"
Tb927.11.11610	green	"Cactus-binding C-terminus of cactin protein, putative"
Tb927.11.11620	turquoise	"hypothetical protein, conserved"
Tb927.11.11630	brown	"LSU ribosomal protein, mitochondrial, putative"
Tb927.11.11640	red	DNA replication licensing factor MCM6
Tb927.11.11650	grey60	"Centrosomal protein of 164 kDa, putative"
Tb927.11.11660	red	conserved protein
Tb927.11.11670	turquoise	"dolichyl-lipid chaperone, putative"
Tb927.11.11680	green	"2-oxoglutarate dehydrogenase E2 component, putative"
Tb927.11.11690	lightgreen	"Vacuolar proton pump subunit B, putative"
Tb927.11.1170	brown	"hypothetical protein, conserved"
Tb927.11.11700	red	"nucleotidyl transferase, putative"
Tb927.11.11710	tan	"Putative serine esterase (DUF676), putative"
Tb927.11.11720	green	"FG-GAP repeat protein, putative"
Tb927.11.11725	lightyellow	ribosomal protein S14p/S29e
Tb927.11.11730	turquoise	"MRP protein, putative"
Tb927.11.11740	red	"membrane-bound acid phosphatase, putative"
Tb927.11.11750	lightgreen	"membrane-bound acid phosphatase, putative"
Tb927.11.11760	yellow	"hypothetical protein, conserved"
Tb927.11.11770	salmon	Eukaryotic translation initiation factor 4E-3
Tb927.11.11780	darkgrey	"acyl-CoA dehydrogenase, putative"
Tb927.11.11790	green	"R3H domain containing protein, putative"
Tb927.11.11800	royalblue	DNA repair and recombination helicase protein PIF3
Tb927.11.11810	magenta	"hypothetical protein, conserved"
Tb927.11.11820	brown	"40S ribosomal protein S17, putative"
Tb927.11.11830	brown	"40S ribosomal protein S17, putative"
Tb927.11.11840	brown	"hypothetical protein, conserved"
Tb927.11.11850	lightcyan	"splicing factor 3B subunit 1, putative"
Tb927.11.11860	blue	"leucine-rich repeat protein (LRRP), putative"
Tb927.11.11870	turquoise	"ADP-ribosylglycohydrolase, putative"
Tb927.11.11880	greenyellow	conserved protein
Tb927.11.11900	greenyellow	Coatomer subunit gamma
Tb927.11.11910	blue	"hypothetical protein, conserved"
Tb927.11.11920	greenyellow	"molybdenum cofactor biosynthesis protein, putative"
Tb927.11.11930	brown	"SelR domain containing protein, putative"
Tb927.11.11940	blue	"protein phosphatase 2A, putative"
Tb927.11.11950	black	"cytochrome oxidase assembly protein, putative"
Tb927.11.11960	green	"hypothetical protein, conserved"
Tb927.11.11970	pink	hypothetical protein
Tb927.11.120	blue	"variant surface glycoprotein-like (VSG-like), pseudogene"
Tb927.11.1200	green	"hypothetical protein, conserved"
Tb927.11.12020	turquoise	"hypothetical protein, conserved"
Tb927.11.12030	green	"hypothetical protein, conserved"
Tb927.11.12040	pink	"Cytochrome c oxidase component, putative"
Tb927.11.12045	turquoise	hypothetical protein
Tb927.11.12050	blue	"hypothetical protein, conserved"
Tb927.11.12060	blue	"Peroxisomal biogenesis factor 11 (PEX11), putative"
Tb927.11.12070	brown	"hypothetical protein, conserved"
Tb927.11.12090	tan	"endonuclease III, putative"
Tb927.11.1210	purple	"Domain of unknown function (DUF4470)/Domain of unknown function (DUF4471), putative"
Tb927.11.12100	turquoise	"RNA-binding protein, putative"
Tb927.11.12110	yellow	"RNA helicase, putative"
Tb927.11.12120	darkgreen	"RNA-binding protein, putative"
Tb927.11.12130	pink	hypothetical protein
Tb927.11.12150	greenyellow	flagellar pocket cytoskeletal protein bilbo1
Tb927.11.12160	black	"hypothetical protein, conserved"
Tb927.11.12170	tan	"hypothetical protein, conserved"
Tb927.11.12180	blue	"kinesin, putative"
Tb927.11.12190	blue	"FHA domain containing protein, putative"
Tb927.11.1220	magenta	"hypothetical protein, conserved"
Tb927.11.12200	midnightblue	"hypothetical protein, conserved"
Tb927.11.12210	pink	"Domain of unknown function (DUF4586), putative"
Tb927.11.12220	black	catalytic subunit of the vacuolar transporter chaperone 4
Tb927.11.12230	blue	ATP-dependent protease ATPase subunit HslU2
Tb927.11.12240	salmon	"cysteine peptidase, Clan CA, family C19, putative"
Tb927.11.12250	darkorange	DNA replication licensing factor MCM4
Tb927.11.12260	blue	"hypothetical protein, conserved"
Tb927.11.12270	black	"drug resistence protein, putative"
Tb927.11.12280	black	"hypothetical protein, conserved"
Tb927.11.12290	blue	"hypothetical protein, conserved"
Tb927.11.1230	turquoise	"hypothetical protein, conserved"
Tb927.11.12300	green	"hypothetical protein, conserved"
Tb927.11.12310	grey60	cdc2-related kinase 12
Tb927.11.12320	pink	"hypothetical protein, conserved"
Tb927.11.12330	yellow	"hypothetical protein, conserved"
Tb927.11.12340	orange	"predicted Zinc finger, C3HC4 type (RING finger) protein"
Tb927.11.12350	darkred	"DNA photolyase, putative"
Tb927.11.12360	blue	"ankyrin repeat protein, putative"
Tb927.11.12365	blue	hypothetical protein
Tb927.11.12370	green	"hypothetical protein, conserved"
Tb927.11.12380	lightyellow	"hypothetical protein, conserved"
Tb927.11.12390	lightcyan	"hypothetical protein, conserved"
Tb927.11.1240	green	"hypothetical protein, conserved"
Tb927.11.12400	salmon	"hypothetical protein, conserved"
Tb927.11.12410	darkturquoise	kinetoplastid kinetochore protein 10
Tb927.11.12420	darkgrey	kinetoplastid kinetochore protein 19
Tb927.11.12430	salmon	"cell division cycle phosphatase 14, putative"
Tb927.11.12440	magenta	"Plus-3 domain/Zinc finger, C3HC4 type (RING finger), putative"
Tb927.11.12450	blue	Bardet-Biedl syndrome 8 protein
Tb927.11.12460	greenyellow	"hypothetical protein, conserved"
Tb927.11.12470	royalblue	"hypothetical protein, conserved"
Tb927.11.12480	green	Kinetochore interacting phosphatase 7
Tb927.11.12490	pink	"hypothetical protein, conserved"
Tb927.11.1250	green	"Mitochondrial SSU ribosomal protein, putative"
Tb927.11.12500	lightgreen	"hypothetical protein, conserved"
Tb927.11.12510	darkorange	"hypothetical protein, conserved"
Tb927.11.12520	red	"hypothetical protein, conserved"
Tb927.11.12530	salmon	Flagellum attachment zone protein 3
Tb927.11.12540	darkorange	"leucine-rich repeat protein (LRRP), putative"
Tb927.11.12560	black	hypothetical protein
Tb927.11.12570	blue	"kinetoplastid-specific dual specificity phosphatase, putative"
Tb927.11.12580	blue	"hypothetical protein, conserved"
Tb927.11.12590	cyan	"Der1-like family, putative"
Tb927.11.1260	grey60	"copper-transporting ATPase-like protein, putative"
Tb927.11.12600	red	"ATP-dependent DNA helicase, putative"
Tb927.11.12610	green	cyclin 1
Tb927.11.12620	turquoise	"Glucosidase II beta subunit-like, putative"
Tb927.11.12630	lightgreen	"hypothetical protein, conserved"
Tb927.11.12640	salmon	"PH domain containing protein, putative"
Tb927.11.12650	blue	"palmitoyl acyltransferase 5, putative"
Tb927.11.12660	yellow	"hypothetical protein, conserved"
